"Researcher","Lattes Id","Seniority"
"José Raimundo Corrêa  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Protozoologia de Parasitos	                                    	                                     	                                	Universidade de Brasília / UnB - Campus Darcy Ribeiro  	                                	 	                                	 		                                	Possui Pós-doutorato em Parasitologia, mestrado e doutorado em Biologia Celular e Molecular pelo Instituto Oswaldo Cruz (FIOCRUZ, Rio de Janeiro). Professor adjunto no Instituto de Biologia da Universidade de Brasília, onde é membro do Laboratório de Microscopia e Microanálises. É coordenador do Programa de Pós-Graduação em Patologia Molecular da Faculdade de Medicina da Universidade de Brasília. É coordenador da plataforma multiusuário de Microscopia Confocal e co-responsável pela plataforma multiusuário de Microscopia Eletrônica da Universidade de Brasília. Tem experiência nas áreas de: Biologia Celular, com ênfase em biologia celular do câncer e microanálises celulares. Coordenador do grupo de avaliação biológica de agentes quimioterápicos, antiinflamatórios e sondas fluorescentes. Atuando na determinação da atividade de compostos antimitóticos e antiinflamatórios aplicados ao controle do câncer e a doenças imunes crônicas e na validação de marcadores fluorescentes destinados a ferramentas diagnosticas.","9549032561542665","9"
"Kelly Grace Magalhães  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Imunidade Inata	                                    	                                     	                                	Universidade de Brasília / Departamento de Biologia Celular  	                                	 	                                	 		                                	Bióloga, realizou aperfeiçoamento científico em Biologia Molecular pelo Centro de Pesquisas René Rachou - Fiocruz (2002), mestrado em Biologia Celular e Molecular pela Fundação Oswaldo Cruz (2005) e doutorado em Biologia Celular e Molecular pelo Instituto Oswaldo Cruz - Fiocruz com doutorado sanduiche pela Harvard Medical School (2009). Em 2009, foi laureada com a prestigiosa Pew Latin American in Biomedical Sciences. Realizou o pós-doutorado na Harvard Medical School de 2009 a 2011. Atualmente é professora e pesquisadora da Universidade de Brasília. Tem experiência na área de Imunologia, Biologia Celular e Biologia Molecular com ênfase no entendimento dos mecanismos celulares e moleculares envolvidos na resposta inflamatória e imunológica em doenças infecciosas, autoimune, obesidade e câncer.","7085425285258517","9"
"Marcelo de Macedo Brigido  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Química de Macromoléculas	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1985), mestrado em Ciências Biológicas (Bioquímica) pela Universidade de São Paulo (1988) e doutorado em Bioquímica pela Universidade de São Paulo (1992), tendo preparado parte do trabalho experimental na Tufts University (Boston, EUA). Atualmente é professor Titular livre da Universidade de Brasília. Tem experiência na área de Bioquímica e Imunologia, com ênfase em Biologia Molecular e Bioinformática, atuando principalmente nos seguintes temas: anticorpos recombinantes, genômica & transcritômica, expressão heteróloga e phage-display.","2482060270236527","9"
"Marcelo Valle de Sousa  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Química de Macromoléculas/Proteínas	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação em Ciências Biológicas/Biologia Molecular pela Universidade de Brasília (1984), mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1988) e doutorado em Ciências Biológicas (Química de Proteínas) pela University of Durham, Inglaterra (1991). Ingressou como professor assistente concursado na Universidade de Brasília em 1989. Tornou-se professor titular também através de concurso em 2003 aos 39 anos de idade. Foi pesquisador visitante no Barnett Institute, Northeastern University, Boston, EUA, entre 2001 e 2002. Foi presidente da Sociedade Proteômica Brasileira (BrProt) entre 2014 e 2017. É diretor educacional da Sociedade Brasileira de Espectrometria de Massas (BrMass). Faz parte do conselho editorial do periódico Proteome Science. Foi pioneiro na implantação de espectrometria de massa de proteínas e análise proteômica no Brasil. Dirige o Grupo de Pesquisa em Bioquímica e Química de Proteínas e o Núcleo de Proteômica da Universidade de Brasília, com ênfase em análise e caracterização de aminoácidos, peptídeos, proteínas e proteomas associados a fenômenos biológicos e processos biotecnológicos. Tem linhas de pesquisa em identificação e caracterização de proteínas e complexos protéicos relacionados a comportamento e aprendizagem em modelos como abelhas e rato, assim como em biotecnologia de microorganismos produtores de aminoácidos e enzimas. Atua como consultor científico em projetos de desenvolvimento biotecnológico de instituições públicas e empresas, revisor de periódicos científicos e assessor ad hoc de agências de fomento.","6127693815658962","9"
"Marcio José Poças Fonseca  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_DA_SAUDE / Células-tronco	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Bacharelado em Ciências Biológicas pela Universidade de Brasília (1990), Mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1994) e Doutorado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília, programa sanduíche Universidade Tecnológica de Viena (2000). Pós-doutorado em Genética Molecular e de Microrganismos pela Universidade Tecnológica de Viena (2006-2007) e pela Universidade Duke (EUA, 2015-2016). Professor Associado do Departamento de Genética e Morfologia da Universidade de Brasília desde 1997. Tem experiência na área de Genética Molecular, com ênfase em Estrutura e Regulação Gênica em Fungos Celulolíticos e Patogênicos. Atua principalmente nos seguintes temas: epigenética, estrutura e função de promotores de genes de fungos, expressão heteróloga de proteínas de interesse industrial, conversão de biomassa e biotecnologia; regulação de genes de fatores de virulência. Interesse no estudo da linguagem televisiva e cinematográfica como ferramenta para o ensino e divulgação da Genética. Os projetos atuais envolvem abordagens epigenéticas para o estudo da produção de enzimas hidrolíticas por fungos de interesse industrial e para o estudo da interação patógeno-hospedeiro no modelo de micoses sistêmicas. Orientador de mestrado e de doutorado dos programas de pós-graduação em Patologia Molecular, Biotecnologia e Biodiversidade e em Biologia Animal da UnB.","2967731651217225","9"
"Maria Imaculada Muniz Barboza Junqueira  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS	                                    	                                     	                                	Universidade de Brasília / Faculdade de Medicina - Área de Patologia  	                                	 	                                	 		                                	Possui graduação em Medicina pela Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo (1974), mestrado em Medicina Tropical pela Universidade de Brasília (1987) e doutorado em Imunologia e Genética Aplicadas pela Universidade de Brasília (1994). Atualmente é Professora Titular de Imunologia da Universidade de Brasília. Linha de pesquisa principal em imunologia das doenças infecciosas, principalmente nos seguintes temas: fagocitose, monócito, eosinófilo, malária e leishmaniose.","4816250202959816","8"
"Maria Sueli Soares Felipe  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS	                                    	                                     	                                	Universidade Católica de Brasília / Pós-Graduação em Ciências Genômicas e Biotecnologia  	                                	 	                                	 		                                	Possui graduação em Química pela Universidade de Brasília (1975), mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1978) e doutorado em Bioquímica pela Universidade de São Paulo e UMIST ? University of Manchester Institute of Science and Technology - UK - doutorado sanduíche (1992). Foi docente da Universidade de Brasília no período de 1980-2010 tendo se aposentado como professora titular. Revisor de periódicos nacionais e internacionais. Possui colaboração no exterior (Venezuela, Colômbia, França, USA, incluindo Broad Institute) e no Brasil (UFG, USP/RP, UFMG, UERJ, LNCC, Unifesp). Coordenadora de projetos financiados pelo CNPq, Finep, MCT, MS, FAP-DF, Capes. Tem experiência na área de Bioquímica, com ênfase em Biologia Molecular, atuando principalmente nos seguintes temas: Paracoccidioides brasiliensis, expressão diferencial de genes no dimorfismo de P. brasiliensis, interação patógeno-hospedeiro, biologia molecular de fungos dimórficos e patogênicos, genômica de procariotos e eucariotos, nanobiotecnologia e produção de proteínas recombinantes de interesse biotecnológico na área de saúde humana e animal. Coordenou a rede Genoma Centro-Oeste ? Genoma funcional e diferencial do Paracoccidioides brasiliensis e foi integrante da Rede Nacional do Genoma Brasileiro. Desenvolve projetos biotecnológicos em parceria com empresas nacionais. Participa como conferencista/palestrante-convidada em Congressos e Simpósios Nacionais e Internacionais. Foi membro-suplente do Comitê Assessor de Microbiologia do CNPq (2004-2007) e foi membro-titular do Comitê Assessor de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora do CNPq (2010-2016). Participou do Comitê do Fórum de Competitividade em Biotecnologia e atuou nesta área como consultora do CGEE ? Centro de Gestão e Estudos Estratégicos. Foi Diretora do Depto. de Políticas e Programas de Pesquisa e Desenvolvimento - SEPED do Ministério de Ciência e Tecnologia (MCT) no período de março/2010 a março/2011. Foi membro do Núcleo de Assessores em Tecnologia e Inovação (Nati) do CNPq pelo período de 3 anos (nov/2011 a set/2014). Foi membro do Comitê de Biotecnologia da Capes (2010-2014). Consultora da Unesco/MCTI no período de maio/2013-set/2013, onde desenvolveu o projeto 914BRZ2018 - Política de Ciência, Tecnologia e Inovação no Brasil. Membro consultivo do Comitê Científico do ICGEB - International Center for Genetic Engineering and Biotechnology, junto ao MCTI, desde 2012 até o momento. Foi coordenadora de desenvolvimento tecnológico e inovação da Agencia Brasileira de Desenvolvimento Industrial (ABDI) durante 3 anos (2013-2016), realizando projetos junto à indústria de biotecnologia e nanotecnologia no País, relacionados aos aspectos regulatórios voltados para saúde humana (biofármacos e nanotecnologia) e biotecnologia industrial (Química de Renováveis). É pesquisadora colaboradora sênior da Universidade de Brasília (UnB), desde 2010. É professora da Universidade Católica de Brasília (UCB) desde 2010 e atuou também nesta Instituição como Diretora de Pós-Graduação e Inovação, no período de set/2011-mar/2013. É também coordenadora do Programa de Pós-Graduação em Ciências Genômicas e Biotecnologia da Universidade Católica de Brasilia (2018 - até o momento). Representante do MCTI na Comissão Técnica Nacional de Biossegurança - CTNBio (membro-titular) desde setembro/2014 até o momento.","1190292525097613","9"
"Mariana Machado Hecht  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Entomologia e Malacologia de Parasitos e Vetores/Entomologia molecular	                                    	                                     	                                	Universidade de Brasília /   	                                	 	                                	 		                                	Possui mestrado em Patologia Molecular pela Universidade de Brasília (2004), quando conduziu estudos sobre alérgenos da saliva do Triatoma infestans. Em 2008, conclui seu doutorado ( Patologia Molecular , Universidade de Brasília) demonstrando a transferência lateral do DNA mitocondrial de Trypanosoma cruzi para humanos e a herança vertical das mutações. Realizou seu Pós-Doutorado pelo Programa Nacional de Pós-Doutorado (CAPES) e investigou a ocorrência das mutações de kDNA no genoma de Gallus gallus e sua associação com a auto-imunidade da Doença de Chagas. Atualmente é professora adjunta da Universidade de Brasília, ministrando aulas de Parasitologia e Biologia da Interação Parasito-Hospedeiro. Tem experiência em Parasitologia e Biologia Molecular, atuando principalmente nos seguintes temas: Trypanosoma cruzi, Doença de Chagas, Transferência lateral e horizontal de DNA, kDNA.","5898341997683688","9"
"Octavio Luiz Franco  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_AGRARIAS / Fitotecnia/Melhoramento Vegetal	                                    	                                     	                                	Universidade Católica de Brasília / Pró-Reitoria de Pós-Graduação e Pesquisa  	                                	 	                                	 		                                	Possui graduação em Ciências Biológicas pela Universidade Federal do Ceará (1998) e doutorado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (2001). Atualmente é Professor da Universidade Catolica Dom Bosco e Professor Adjunto da Universidade Católica de Brasília e pesquisador do Conselho Nacional de Desenvolvimento Científico e Tecnológico. É também consultor do CNPq, FAPEMIG, FINEP, FAPDF, FUNDCET, FAPEMA, FUNDECT, FUNCAP, CPP, FONCYT, CONICYT, FAPESB, FACEPE, Kazakistan government, BARD United States - Israel Binational Agricultural Research and Development Fund, Austrian Science Fundation, Gates Foundation e National Science Foundation (NSF) US . Membro da Sociedade Brasileira de Bioquimica e Biologia Molecular (SBBq), da The American Society for Biochemistry and Molecular Biology (ASBMB) e da American Association for the Advancement of Science (AAAS). Tem experiência na área de Bioquímica, Proteomica e Modelagem Molecular, com ênfase em Bioquímica de Proteínas, atuando principalmente nos seguintes temas peptídeos antimicrobianos, imunomoduladores, anticongelantes e analises proteomicas animais, vegetais e de microorganismos. Tem seu trabalho voltado para o desenvolvimento de bioprodutos e bioprocessos.","8598274096498065","9"
"Rinaldo Wellerson Pereira  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Genética Animal	                                    	                                     	                                	Universidade Católica de Brasília / Pró-Reitoria de Pós-Graduação e Pesquisa  	                                	 	                                	 		                                	Médico Veterinário pela Universidade Federal de Viçosa (1991-1995) com Mestrado e Doutorado no Programa de Pós-Graduação em Bioquímica e Imunologia (Capes 7) da Universidade Federal de Minas Gerais (1996-2002), onde desenvolveu trabalhos de dissertação e tese sob a orientação do Prof. Sérgio Danilo Junho Pena. A dissertação e a tese versaram sobre a utilização de marcadores em DNA no estudo de Genética de Populações. Especificamente sobre a genética da população brasileira. Durante um ano do doutoramento esteve no Stanford Genome and Technology Center - Stanford University (2000-2001) onde trabalhou com o dr. Peter Oefner na utilização de tecnologias de larga escala para identificação de SNPs em uma região do cromossomo X. Após o Doutoramento trabalhou como especialista em aplicações genéticas na Empresa Applied Biosystems (2002-2004), tendo como principal responsabilidade as aplicações ligadas à Genética Forense. Desde abril de 2004 é Professor na Universidade Católica de Brasília atuando como orientador de Mestrado e Doutorado no Programa Pós Graduação em Ciências Genômicas e Biotecnologia e também no Programa de Pós Graduação em Educação Física. Na graduação, ministra desde 2004 a disciplina de Genética. Ministra Citogenética, Genética Forense e Biologia Molecular. Desde 2017-1 vem trabalhando com a disciplina Medicina Genômica com os alunos do 11 semestre do curso de Medicina. É orientador credenciado no Programa de Pós-Graduação em Patologia Molecular (Mestrado e Doutorado) e no Programa de Pós-Graduação em Ciências da Saúde (Mestrado e Doutorado), ambos na UnB (Universidade de Brasília). Seus projetos de pesquisa focam no estudo da variabilidade genética, genômica, epigenômica e proteômica. Coordenou da Rede Pesquisa ExeGenS (Rede de Excelência em Genética e Genômica Molecular Aplicada à Saúde Humana - 2010- 2012). Esta rede foi co-financiada pelo CNPq e pela FAP-DF, FAPEG e FAPEMAT. Atualmente, os seus projetos de pesquisa têm como foco principal a investigação de microvesículas extracelulares em fluídos biológicos e em sobrenadante de culturas celular. O interesse principal no estudo das microvesículas extracelulares está em sua capacidade de transporta proteínas e ácidos nucléicos entre tecidos. Ambos sendo investigados quanto a funcionalidade e potencial como biomarcadores em estados de saúde (atividade física e alimentação) com em estados patológicos (câncer e doença renal). como transportadores de informação genética. Ainda no contexto das microvesículas extracelulares há também o interesse no papel que estas podem desenvolver na transmissão epigenética transgeracional. Durante o período de 06/2011 a 01/2017 foi Coordenador do Programa de Pós Graduação em Ciências Genômicas e Biotecnologia (Capes 6) da Universidade Católica de Brasília.","9065501029560884","9"
"Sébastien Olivier Charneau  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Entomologia molecular	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas/Departamento de Biologia Celular  	                                	 	                                	 		                                	possui graduação em Biologia das Populações e dos Ecosistemas - Universite de Paris VI (Pierre et Marie Curie-France) (1999), pós-graduação - grau de Mestre em Atividades Biológicas das Substâncias Naturais, Reconhecimento Molecular e Comunicações celulares- Museu Nacional de História Natural de Paris (2001) e doutorado em Biologia Molecular e Celular dos Protozoários intitulado 'Abordagens moleculares dos mecanismos envolvidos ao final da esquizogonia intraeritrocitária de Plasmodium falciparum (agente da Malária) por Hibridação substrativa supressiva e DNA micro-array' - Museu Nacional de História Natural (2005). Atualmente é Professor Adjunto da Universidade de Brasília. Tem experiência na área de Biologia Molecular e Celular, Bioquímica de proteínas e proteômica, dos micro-organismos patogênicos, atuando principalmente nas seguintes linhas: Protozoologia Molecular (Plasmodium falciparum, Trypanosoma cruzi), Entomologia Molecular (salivas de vetores de doença).","8277480634856246","9"
"Wagner Fontes  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_DA_SAUDE / Cirurgia/Cirurgia Traumatológica	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação pela Faculdade de Medicina da USP-Pinheiros (1987) , especialização em cirurgia pelo HC-FMUSP (1990) , especialização em Protein Analysis pela University Of California San Francisco in partnership with Applied Biosystems (1991), especialização em seqüenciamento de proteínas pela Universidade de Buenos Aires (1993), doutorado em Ciências Biológicas (Biologia Molecular) pelo Departamento de Biologia Celular da Universidade de Brasília (1996) , pós-doutorado em seqüenciamento de proteínas pelo Departamento de Biologia Celular - UnB (1997). Atuou como pesquisador convidado na University of Southern Denmark (2011-2013). Atualmente é Professor Associado da Universidade de Brasília e Membro do comitê editorial do periódico Protein and Peptide Letters. Tem experiência na área de Bioquímica , com ênfase em Química de Macromoléculas e em Proteômica. Coordena projetos nas linhas de análise proteômica de neutrófilos humanos; bioinformática proteômica e ensino de bioquímica.","9579979974845345","8"
"Zulmira Guerrero Marques Lacava  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: ENGENHARIAS / Engenharia Médica/Biomateriais e Materiais Biocompatíveis	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Professora titular aposentada da Universidade de Brasília, instituição em que atuou no período 1986-2017. É orientadora credenciada nos programas de pós-graduação em Nanociência e Nanobiotecnologia, Patologia Molecular e Biologia Animal (UnB) É diretora do Centro de Nanociência e Nanobiotecnologia (CNANO) da UnB. Foi coordenadora da Rede CON-NANO de P&D&I e Pós-graduação em Nanobiotecnologia (CAPES). Sua atuação na área NANO envolve participação no Instituto de Nanobiotecnologia (INCT-CNPq/MCT) , Rede de Nanobiomagnetismo(CNPq/MCT), Rede de Nanobiotecnologia (CNPq/MCT). É bióloga com mestrado em Biologia Molecular e doutorado em Patologia Molecular, tendo realizado estágios de pós-Doutoramento na Northwestern University, Chicago, USA e na USP, SP. Teve bolsa de produtividade I-C do CNPq até fev/2018. Com formação na área de Genética, Mutagênese, se dedica à pesquisa na área de Nanobiotecnologia com ênfase em testes pré-clínicos (biodistribuição, testes in vitro e in vivo de biocompatibilidade/toxicidade) e Aplicações Biomédicas (magnetohipertermia, terapia fotodinâmica, sistema entregador de drogas e diagnóstico) de materiais nanoestruturados, sobretudo os magnéticos, visando principalmente à terapia do câncer. Foi responsável por testes clínicos de terapia fotodinâmica realizados em hospital público de Brasília. Tem colaboração com pesquisadores de várias instituições brasileiras, norte-americana e européias.","8139627239707745","8"
