"Researcher","Lattes Id","Seniority"
"Elisabeth Nogueira Ferroni Schwartz  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_HUMANAS / Psicologia Fisiológica/Neurologia, Eletrofisiologia e Comportamento	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	possui graduação em Ciências Biológicas pela Universidade de São Paulo (1986), mestrado em Ciências (Fisiologia Geral) pela Universidade de São Paulo (1990), doutorado em Ciências (Fisiologia Geral) pela Universidade de São Paulo (1997) e realizou pós-doutorado em Bioquímica no Instituto de Biotecnologia da Universidade Nacional Autônoma do México (UNAM). Atualmente é professora associada (DE) da Universidade de Brasília. Tem experiência na área Toxinologia, com ênfase na bioquímica e farmacologia de peptídeos neuroativos. Desenvolve projetos que visam conhecer a diversidade de componentes da peçonha de artrópodes, particularmente as de escorpiões e aranhas caranguejeiras, e realizar a bioprospecção de novas ferramentas farmacológicas. Para isso, utiliza técnicas de proteômica e de transcritoma das glândulas de peçonha. Tem especial interesse nas neurotoxinas que modulam canais iônicos, utilizando técnicas de eletrofisiologia celular nesses estudos.","7339158885682632","9"
"Fernando Araripe Gonçalves Torres  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Genética Molecular e de Microorganismos/Genética de Leveduras	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Professor titular da Universidade de Brasília. Graduado em Ciências Biológicas com habilitação em Biologia Molecular pela Universidade de Brasília (1985), possui mestrado em Biologia Molecular pela UnB (1989) e doutorado em Molecular Cellular and Developmental Biology pela Indiana University (EUA, 1995). Atualmente, é Coordenador de Graduação do curso de Bacharelado em Biotecnologia da UnB e gestor do Centro de Biotecnologia Molecular da UnB atuando em parceria com empresas no desenvolvimento de projetos biotecnológicos. É pesquisador do INCT-Biologia Sintética e Diretor Binacional do Centro Brasileiro-Argentino de Biotecnologia (CBAB). Ministra as disciplinas de graduação Biologia Molecular, Introdução à Biotecnologia e Engenharia Genética, além de Biotecnologia de Leveduras na pós-graduação. Atua nas áreas de genética molecular e biologia sintética de micro-organismos (Pichia pastoris, Saccharomyces cerevisiae, Zymomonas mobilis e clostrídeos) para a produção de moléculas de interesse biotecnológico como biofármacos, enzimas industriais e biocombustíveis.","8228010543041248","9"
"Francisco José Lima Aragão  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_AGRARIAS / Fitotecnia/Melhoramento Vegetal	                                    	                                     	                                	Empresa Brasileira de Pesquisa Agropecuária / Centro Nacional de Pesquisa de Recursos Genéticos e Biotecnologia  	                                	 	                                	 		                                	Francisco Aragão é pesquisador A da Embrapa Recursos Genéticos e Biotecnologia, onde é responsável pelo Laboratório de Engenharia Genética Aplicada à Agricultura Tropical. É pioneiro na geração das primeiras plantas transgênicas no Brasil expressando genes de características agronômicas. Membro da Academia Brasileira de Ciências, Comendador da Ordem Nacional do Mérito Científico e editor associado das revistas The Plant Genome (Crop Science Society of America), GM Crops & Food (Taylor & Francis), Frontiers in Plant Science (Plant Biotic Interactions) e Anais da Academia Brasileira de Ciências. É professor colaborador da Universidade de Brasília, orientando nos programas de pós-graduação em Biologia Molecular (mestrado e doutorado), Botânica (mestrado e doutorado) e Biotecnologia e Diversidade (doutorado). Orientador no curso de Doutorado em Genética e Biologia Molecular da Unicamp. Foi membro da Comissão Técnica Nacional de Biossegurança (CTNBio) no período entre 2008 e 2014. Francisco Aragão lidera um grupo de pesquisas, que constitui referencia nacional e internacional em engenharia genética de plantas. Desenvolveu diferentes processos patenteados, bem como linhagens-elite de plantas transgênicas introduzidas em programas de melhoramento e aprovadas para comercialização, como soja tolerante a imidazolinonas (evento BPS-CV127-9) e feijão resistente ao Vírus do mosaico dourado do feijoeiro (BGMV) (evento EMB-PV051-1). Estuda e integração de transgenes no genoma de células vegetais e animais. Estuda e expressão de genes de células vegetais envolvidos na resposta a fatores bióticos (presença de fungos e vírus), abióticos (estresse hídrico e salino) e metabolismo de fatores nutricionais e antinutricionais. Tem estudado aspectos fisiológicos em plantas pelo silenciamento de genes com a utilização de interferência de RNA (RNAi). Também estuda aspectos de biossegurança de plantas geneticamente modificadas visando sua liberação no meio ambiente. Estuda a evolução e aplicação da tecnologia do DNA recombinante, bem como seus impactos sobre os processos produtivos e a sociedade. Neste aspecto, vem atuando ativamente em diferentes segmentos do Governo Federal como consultor na elaboração de legislação e políticas de Governo. Tem participado de conferências e entrevistas nos mais diversos ambientes e meios de comunicação para divulgação da pesquisa científica brasileira. É consultor das principais agências sul-americanas de fomento à pesquisa e de várias revistas científicas nacionais e internacionais.","6121745125946782","9"
"Georgios Joannis Pappas Júnior  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Genética Vegetal	                                    	                                     	                                	Universidade de Brasília /   	                                	 	                                	 		                                	possui graduação em Ciências Biológicas pela Universidade de Brasília (1990), graduação em Economia pelo Centro Universitário de Brasília (1991), mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1993) e doutorado em Biophysics and Computational Biology - University of Illinois (2001).Foi professor da Universidade Católica de Brasília (200-2012) e pesquisador concursado da EMBRAPA Recursos Genéticos e Biotecnologia/CENARGEN (2006-2012). Atualmente é professor da Universidade de Brasília no departamento de Biologia Celular. Tem experiência na área de Bioinformática, com ênfase em análise genômica, atuando principalmente nos seguintes temas: desenvolvimento de software para genômica, bioinformática estrutural, além de participar de diversas iniciativas genômicas no país de espécies como o eucalipto e feijão.","6434812322607721","9"
"Ildinete Silva Pereira  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_HUMANAS / Tópicos Específicos de Educação/Ensino Profissionalizante	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Bacharel em Ciências Biológicas pela Universidade de Brasília (1981), mestrado em Biologia Molecular pela Universidade de Brasília (1986) e doutorado em Biologia Molecular - Centre National de la Recherche Scientifique, pela Universidade Paris VII, Instituto Jacques Monod - Paris/França (1993). Atualmente é professor Associado III do Departamento de Biologia Celular/Instituto de Biologia da Universidade de Brasília. Tem experiência na área de Bioquímica, Biologia Molecular, Microbiologia e Imunologia, atuando principalmente no estudo dos aspectos moleculares da interação hospedeiro - patógeno. O principal foco da pesquisa em desenvolvimento é o estudo dos mecanismos de virulência fúngica e da resposta imune do hospedeiro, com ênfase nos fungos patogênicos dos gêneros Paracoccidioides, Candida e Cryptococcus. Visando um maior entendimento das bases moleculares dos mecanismos de adaptação e evasão das defesas do hospedeiro, a caracterização do perfil transcritômico dos fungos, no contexto do hospedeiro ou quando submetidos a condições de estresse que simulam o ambiente do hospedeiro, consiste em um dos temas centrais de estudo em nosso grupo. Por seu importante papel na expressão da virulência em processos infecciosos, o fenômeno de quorum sensing (QS), uma estratégia de comunicação célula-célula, de modo dependente de densidade celular, é também outro tema de nosso interesse. Com o objetivo de identificar potenciais alvos terapêuticos, temos empregado análises transcritômicas em larga escala para caracterizar a resposta imunológica de modelos murinos, diferindo no perfil de suscetibilidade, à infecção fúngica. Em virtude do crescente impacto das doenças fúngicas e da relatada limitação dos tratamentos convencionais, associados à crescente aquisição de resistência pelos microrganismos, desenvolvemos um projeto voltado à prospecção de peptídeos com atividades antifúngicas e/ou imunomoduladoras, a partir da peçonha de animais. Para abordar tais questões, além das metodologias tradicionais empregadas nos estudos de expressão gênica diferencial, como RT-PCR em tempo real e Microarranjos de DNA, recentemente introduzimos a estratégia de RNA-seq, considerada um dos métodos mais eficientes para análises transcritômicas em larga escala. Também atua no estudo de bactérias e fungos de interesse biotecnológico (principalmente na clonagem e expressão heteróloga de genes do sistema lignocelulolítico).","2987052330959897","9"
"Izabela Marques Dourado Bastos Charneau  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Enzimologia	                                    	                                     	                                	Universidade de Brasília / Instituto de Biologia  	                                	 	                                	 		                                	Possui graduação em Ciencias Biológicas pela Universidade de Brasília (1998), doutorado sanduiche- Museum National d'Histoire Naturelle (2002), doutorado em Patologia Molecular pela Universidade de Brasília (2003) e pós-doutorado em Protozoologia-Paris(2004). Tem experiência na área de Bioquímica, com ênfase em Biologia Molecular e microorganismos patogênicos, atuando principalmente nos seguintes temas: Doença de Chagas, Doença do Sono, Leishmaniose, Tuberculose, proteases, prolyl oligopeptidases, Vias de deubiquitinação, otubaína, Papel de proteínas motoras cinesinas, inibidores e busca de novos alvos quimioterapêuticos, sistema CRISPR Cas9. É Profa. Adjunta do Departamento de Biologia Celular da Universidade de Brasília.","1447975141452855","9"
"José Raimundo Corrêa  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Protozoologia de Parasitos	                                    	                                     	                                	Universidade de Brasília / UnB - Campus Darcy Ribeiro  	                                	 	                                	 		                                	Possui Pós-doutorato em Parasitologia, mestrado e doutorado em Biologia Celular e Molecular pelo Instituto Oswaldo Cruz (FIOCRUZ, Rio de Janeiro). Professor adjunto no Instituto de Biologia da Universidade de Brasília, onde é membro do Laboratório de Microscopia e Microanálises. É coordenador do Programa de Pós-Graduação em Patologia Molecular da Faculdade de Medicina da Universidade de Brasília. É coordenador da plataforma multiusuário de Microscopia Confocal e co-responsável pela plataforma multiusuário de Microscopia Eletrônica da Universidade de Brasília. Tem experiência nas áreas de: Biologia Celular, com ênfase em biologia celular do câncer e microanálises celulares. Coordenador do grupo de avaliação biológica de agentes quimioterápicos, antiinflamatórios e sondas fluorescentes. Atuando na determinação da atividade de compostos antimitóticos e antiinflamatórios aplicados ao controle do câncer e a doenças imunes crônicas e na validação de marcadores fluorescentes destinados a ferramentas diagnosticas.","9549032561542665","9"
"João Alexandre Ribeiro Gonçalves Barbosa  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas/Departamento de Biologia Celular  	                                	 	                                	 		                                	Possui graduação em Ciências Biológicas pela Universidade de Brasília (1992) e em Processamento de Dados pela Faculdade Alvorada de Processamento de Dados (1991), mestrado (1995) e doutorado (1999) em Química (Físico-Química) pela Universidade de São Paulo. De 2002 a 2010 foi pesquisador adjunto do Laboratório Nacional de Luz Síncrotron (LNLS, administrado pela ABTLuS). Atualmente é professor da Universidade de Brasília (UnB), colaborador da Universidade Católica de Brasília (UCB), pesquisador do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) e assessor científico da Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP). Tem experiência na área de biofísica e bioquímica, atuando mais especificamente na área de biologia estrutural utilizando as técnicas de cristalografia de proteínas e modelagem molecular.","4534452977286688","9"
"Kelly Grace Magalhães  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Imunidade Inata	                                    	                                     	                                	Universidade de Brasília / Departamento de Biologia Celular  	                                	 	                                	 		                                	Bióloga, realizou aperfeiçoamento científico em Biologia Molecular pelo Centro de Pesquisas René Rachou - Fiocruz (2002), mestrado em Biologia Celular e Molecular pela Fundação Oswaldo Cruz (2005) e doutorado em Biologia Celular e Molecular pelo Instituto Oswaldo Cruz - Fiocruz com doutorado sanduiche pela Harvard Medical School (2009). Em 2009, foi laureada com a prestigiosa Pew Latin American in Biomedical Sciences. Realizou o pós-doutorado na Harvard Medical School de 2009 a 2011. Atualmente é professora e pesquisadora da Universidade de Brasília. Tem experiência na área de Imunologia, Biologia Celular e Biologia Molecular com ênfase no entendimento dos mecanismos celulares e moleculares envolvidos na resposta inflamatória e imunológica em doenças infecciosas, autoimune, obesidade e câncer.","7085425285258517","9"
"Marcelo de Macedo Brigido  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Química de Macromoléculas	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1985), mestrado em Ciências Biológicas (Bioquímica) pela Universidade de São Paulo (1988) e doutorado em Bioquímica pela Universidade de São Paulo (1992), tendo preparado parte do trabalho experimental na Tufts University (Boston, EUA). Atualmente é professor Titular livre da Universidade de Brasília. Tem experiência na área de Bioquímica e Imunologia, com ênfase em Biologia Molecular e Bioinformática, atuando principalmente nos seguintes temas: anticorpos recombinantes, genômica & transcritômica, expressão heteróloga e phage-display.","2482060270236527","9"
"Marcelo Hermes Lima  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_HUMANAS	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação em Biologia pela Universidade Federal do Rio de Janeiro (1986), mestrado em Ciências Biológicas (Biofísica) pela Universidade Federal do Rio de Janeiro (1989) e doutorado em Ciências Biológicas (Biofísica) pela Universidade Federal do Rio de Janeiro (1991). Atualmente é professor da Universidade de Brasília. Tem experiência na área de Bioquímica e Fisiologia Comparada, com ênfase em Radicais Livres e Antioxidantes. Trabalha também com Pesquisa em Ensino de Bioquímica e Gestão de Ciência.","5479963018847115","9"
"Marcelo Valle de Sousa  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Química de Macromoléculas/Proteínas	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação em Ciências Biológicas/Biologia Molecular pela Universidade de Brasília (1984), mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1988) e doutorado em Ciências Biológicas (Química de Proteínas) pela University of Durham, Inglaterra (1991). Ingressou como professor assistente concursado na Universidade de Brasília em 1989. Tornou-se professor titular também através de concurso em 2003 aos 39 anos de idade. Foi pesquisador visitante no Barnett Institute, Northeastern University, Boston, EUA, entre 2001 e 2002. Foi presidente da Sociedade Proteômica Brasileira (BrProt) entre 2014 e 2017. É diretor educacional da Sociedade Brasileira de Espectrometria de Massas (BrMass). Faz parte do conselho editorial do periódico Proteome Science. Foi pioneiro na implantação de espectrometria de massa de proteínas e análise proteômica no Brasil. Dirige o Grupo de Pesquisa em Bioquímica e Química de Proteínas e o Núcleo de Proteômica da Universidade de Brasília, com ênfase em análise e caracterização de aminoácidos, peptídeos, proteínas e proteomas associados a fenômenos biológicos e processos biotecnológicos. Tem linhas de pesquisa em identificação e caracterização de proteínas e complexos protéicos relacionados a comportamento e aprendizagem em modelos como abelhas e rato, assim como em biotecnologia de microorganismos produtores de aminoácidos e enzimas. Atua como consultor científico em projetos de desenvolvimento biotecnológico de instituições públicas e empresas, revisor de periódicos científicos e assessor ad hoc de agências de fomento.","6127693815658962","9"
"Marcio José Poças Fonseca  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_DA_SAUDE / Células-tronco	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Bacharelado em Ciências Biológicas pela Universidade de Brasília (1990), Mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1994) e Doutorado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília, programa sanduíche Universidade Tecnológica de Viena (2000). Pós-doutorado em Genética Molecular e de Microrganismos pela Universidade Tecnológica de Viena (2006-2007) e pela Universidade Duke (EUA, 2015-2016). Professor Associado do Departamento de Genética e Morfologia da Universidade de Brasília desde 1997. Tem experiência na área de Genética Molecular, com ênfase em Estrutura e Regulação Gênica em Fungos Celulolíticos e Patogênicos. Atua principalmente nos seguintes temas: epigenética, estrutura e função de promotores de genes de fungos, expressão heteróloga de proteínas de interesse industrial, conversão de biomassa e biotecnologia; regulação de genes de fatores de virulência. Interesse no estudo da linguagem televisiva e cinematográfica como ferramenta para o ensino e divulgação da Genética. Os projetos atuais envolvem abordagens epigenéticas para o estudo da produção de enzimas hidrolíticas por fungos de interesse industrial e para o estudo da interação patógeno-hospedeiro no modelo de micoses sistêmicas. Orientador de mestrado e de doutorado dos programas de pós-graduação em Patologia Molecular, Biotecnologia e Biodiversidade e em Biologia Animal da UnB.","2967731651217225","9"
"Maria Fatima Grossi de Sa  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Biologia Molecular/Interação Planta Patógeno	                                    	                                     	                                	Empresa Brasileira de Pesquisa Agropecuária / Embrapa Recursos Genéticos e Biotecnologia  	                                	 	                                	 		                                	Maria Fatima Grossi de Sa possui título de bacharel em Ciências Biológicas - modalidade biomedicina pela Universidade de Brasília (1979), mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1982), doutorado (Doctorat Es Sciences) em Biologia Molecular pela Université Paris VII -França (1987), e pós-doutorado na Plant Genetic System-Ghent-Belgium (1988) e na University of California of San Diego (1995-1996). Atualmente, é pesquisadora Líder de Grupo de Pesquisas do EMBRAPA Recursos Genéticos e Biotecnologia (desde 1989) e professora da Universidade Católica de Brasília (desde 2004). É bolsista de produtividade do CNPq (nível 1A), Membro do Comitê Assessor Internacional da CAPES (desde 2007), membro titular (Ciências Agrárias) da Academia Brasileira de Ciências (eleita em 2011) e membro da World Academy of Science -TWAS (eleita em 2014). Foi presidente da Sociedade Brasileira de Biotecnologia- SBBIOTEC (2008-2013). Entre outros Prêmios, recebeu o Prêmio Scopus 2010 (Elsevier/Capes) e exerceu as funções de Coordenador da Área de Biotecnologia da CAPES e Membro Suplente do CTC-ES (2007-2014). Foi presidente da Sociedade Brasileira de Biotecnologia- SBBIOTEC (2008-2013) Tem experiência na área de Biologia molecular, com ênfase em Engenharia genética vegetal e Biologia molecular de plantas, atuando nos temas: proteinas de defesa vegetal (inibidores de proteinases, inibidores de alfa-amilases, lectinas, defensinas, osmotinas), proteínas inseticidas, interação molecular planta-praga, Desenvolvimento de Plantas GM para resistência a estresse biótico e tolerância a estresse abiótico e Desenvolvimento de biofármacos.","3058512809761818","9"
"Maria Sueli Soares Felipe  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS	                                    	                                     	                                	Universidade Católica de Brasília / Pós-Graduação em Ciências Genômicas e Biotecnologia  	                                	 	                                	 		                                	Possui graduação em Química pela Universidade de Brasília (1975), mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1978) e doutorado em Bioquímica pela Universidade de São Paulo e UMIST ? University of Manchester Institute of Science and Technology - UK - doutorado sanduíche (1992). Foi docente da Universidade de Brasília no período de 1980-2010 tendo se aposentado como professora titular. Revisor de periódicos nacionais e internacionais. Possui colaboração no exterior (Venezuela, Colômbia, França, USA, incluindo Broad Institute) e no Brasil (UFG, USP/RP, UFMG, UERJ, LNCC, Unifesp). Coordenadora de projetos financiados pelo CNPq, Finep, MCT, MS, FAP-DF, Capes. Tem experiência na área de Bioquímica, com ênfase em Biologia Molecular, atuando principalmente nos seguintes temas: Paracoccidioides brasiliensis, expressão diferencial de genes no dimorfismo de P. brasiliensis, interação patógeno-hospedeiro, biologia molecular de fungos dimórficos e patogênicos, genômica de procariotos e eucariotos, nanobiotecnologia e produção de proteínas recombinantes de interesse biotecnológico na área de saúde humana e animal. Coordenou a rede Genoma Centro-Oeste ? Genoma funcional e diferencial do Paracoccidioides brasiliensis e foi integrante da Rede Nacional do Genoma Brasileiro. Desenvolve projetos biotecnológicos em parceria com empresas nacionais. Participa como conferencista/palestrante-convidada em Congressos e Simpósios Nacionais e Internacionais. Foi membro-suplente do Comitê Assessor de Microbiologia do CNPq (2004-2007) e foi membro-titular do Comitê Assessor de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora do CNPq (2010-2016). Participou do Comitê do Fórum de Competitividade em Biotecnologia e atuou nesta área como consultora do CGEE ? Centro de Gestão e Estudos Estratégicos. Foi Diretora do Depto. de Políticas e Programas de Pesquisa e Desenvolvimento - SEPED do Ministério de Ciência e Tecnologia (MCT) no período de março/2010 a março/2011. Foi membro do Núcleo de Assessores em Tecnologia e Inovação (Nati) do CNPq pelo período de 3 anos (nov/2011 a set/2014). Foi membro do Comitê de Biotecnologia da Capes (2010-2014). Consultora da Unesco/MCTI no período de maio/2013-set/2013, onde desenvolveu o projeto 914BRZ2018 - Política de Ciência, Tecnologia e Inovação no Brasil. Membro consultivo do Comitê Científico do ICGEB - International Center for Genetic Engineering and Biotechnology, junto ao MCTI, desde 2012 até o momento. Foi coordenadora de desenvolvimento tecnológico e inovação da Agencia Brasileira de Desenvolvimento Industrial (ABDI) durante 3 anos (2013-2016), realizando projetos junto à indústria de biotecnologia e nanotecnologia no País, relacionados aos aspectos regulatórios voltados para saúde humana (biofármacos e nanotecnologia) e biotecnologia industrial (Química de Renováveis). É pesquisadora colaboradora sênior da Universidade de Brasília (UnB), desde 2010. É professora da Universidade Católica de Brasília (UCB) desde 2010 e atuou também nesta Instituição como Diretora de Pós-Graduação e Inovação, no período de set/2011-mar/2013. É também coordenadora do Programa de Pós-Graduação em Ciências Genômicas e Biotecnologia da Universidade Católica de Brasilia (2018 - até o momento). Representante do MCTI na Comissão Técnica Nacional de Biossegurança - CTNBio (membro-titular) desde setembro/2014 até o momento.","1190292525097613","9"
"Mariana de Souza Castro  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Análise Proteômica	                                    	                                     	                                	Universidade de Brasília / Laboratório de Toxinologia  	                                	 	                                	 		                                	é graduada em Ciências Biológicas (Bacharelado e Licenciatura) pela Universidade de Brasília (1991), especialista em Educação a Distância pela Universidade de Brasília (2007), mestre em Biologia Molecular (Química de Proteínas) pela Universidade de Brasília (1995) e doutora em Biologia Molecular (Química de Proteínas) pela Universidade de Brasília (1999). Atualmente é professora associada 4 da Universidade de Brasília. Já foi chefe do Departamento de Ciências Fisiológicas, Instituto de Ciências Biológicas (junho/2007 a julho/2010). Atual coordenadora do Programa de Pós-Graduação em Biologia Animal da Universidade de Brasília (06/2017-05/2019). Foi pesquisadora visitante na University of Southern Denmark (Odense) sob a supervisão do Prof. Peter Roepstroff. Tem experiência na área de Bioquímica, com ênfase na caracterização de peptídeos biologicamente ativos. É membro do corpo editorial dos periódicos Protein and Peptide Letters (http://benthamscience.com/journal/index.php?journalID=ppl) e Current Protein and Peptide Science (http://benthamscience.com/journal/index.php?journalID=cpps). Já publicou 45 artigos em periódicos indexados de circulação internacional, 6 capítulos de livros e atuou como editora convidada na elaboração de 3 fascículos especiais do periódico Protein and Peptide Letters. Orientou 36 bolsistas de iniciação científica, 11 alunos de mestrado, 1 aluno de mestrado na qualidade de co-orientadora, 7 alunos de doutorado, 2 alunos de doutorado na qualidade de co-orientadora e 5 pós-doutores. No momento, orienta 2 bolsistas de iniciação científica, 6 alunos de mestrado e 1 aluno de doutorado.","9162321378895527","9"
